34,1,88,3,1,0,12,45,1,4,4,6,1,1,0,,1,,0,7,/////,,
10,1,88,3,1,0,13,10,2,18,,5,5,1,2,1,1,,,4,/////,,
39,1,88,3,1,0,13,20,1,,7,5,,1,1,1,1,,,4,/////,,
28,1,88,3,1,2,14,0,0,2,8,3,2,1,0,1,1,1,7,7,/////,,
38,1,88,3,1,0,14,35,1,6,8,1,5,1,0,1,1,,,8,/////,,
25,1,88,3,1,0,15,20,1,2,8,3,2,1,1,1,1,,4,8,/////,,
6,1,88,3,1,2,18,10,1,2,4,3,7,10,1,0,2,4,5,4,/////,,
18,2,88,3,1,0,18,25,1,1,8,1,2,8,1,0,2,,,8,/////,,
28,2,88,3,2,2,4,0,0,3,,3,2,8,2,0,2,,,7,/////,,
28,2,88,3,2,2,4,0,0,3,,3,2,9,2,0,2,,,7,/////,,
9,1,88,3,2,2,7,55,1,2,,,8,8,3,0,2,,0,7,/////,,
9,1,88,3,2,2,8,0,1,0,,,8,9,2,0,2,,0,7,/////,,
27,1,88,3,2,0,8,20,0,1,,,,10,1,3,2,,17,8,/////,,
26,1,88,3,2,0,16,25,0,0,,,,10,2,4,2,,,8,/////,,
18,1,88,3,2,1,16,40,1,2,8,1,2,9,2,0,2,,,8,/////,,
18,1,88,3,2,1,16,45,1,3,8,1,2,8,2,0,2,,,8,/////,,
10,1,88,3,2,0,17,10,1,0,,5,5,8,1,4,2,,,4,/////,,
33,2,88,3,2,2,18,50,0,1,,3,8,10,1,3,1,,,4,/////,,
28,2,88,3,2,2,21,57,2,0,,3,7,1,1,1,2,1,3,7,/////,,
9,1,88,3,3,2,10,0,2,24,8,3,7,1,1,4,1,,,7,/////,,
9,1,88,3,3,2,10,20,2,1,8,3,7,3,1,4,2,,,7,/////,,
2,1,88,3,3,0,11,30,2,5,4,5,3,1,0,1,1,4,,8,/////,,
18,1,88,3,3,1,12,5,0,2,0,0,4,1,1,0,1,,,8,/////,,
15,1,88,3,3,2,12,9,2,11,8,1,0,1,1,0,1,,,8,/////,,
26,1,88,3,3,0,12,15,2,1,7,5,5,1,1,1,1,,,8,/////,,
25,1,88,3,3,0,12,20,2,16,8,3,5,1,1,1,1,,18,8,/////,,
34,1,88,3,3,0,12,50,1,6,8,3,0,1,0,,1,,26,7,/////,,
30,1,88,3,3,0,13,20,2,2,8,5,0,1,1,0,1,,,8,/////,,
4,1,88,3,3,2,13,30,2,12,8,3,0,1,1,4,1,1,25,8,/////,,
25,1,88,3,3,0,13,35,2,3,8,3,5,3,0,0,1,,18,8,/////,,
38,1,88,3,3,0,13,40,2,6,8,3,0,1,0,1,1,,16,8,/////,,
41,1,88,3,3,0,13,41,1,1,7,3,,1,1,1,1,,,8,/////,,
29,1,88,3,3,2,13,55,2,10,8,3,5,1,0,1,1,,13,4,/////,,
4,1,88,3,3,2,14,0,2,3,8,3,5,5,1,4,1,1,26,8,/////,,
25,1,88,3,3,0,14,0,2,2,8,3,5,5,1,1,1,,18,8,/////,,
33,1,88,3,3,2,14,0,0,,,3,5,1,0,4,1,1,25,4,/////,,
25,1,88,3,3,0,14,15,2,2,8,3,5,2,0,0,1,,18,8,/////,,
18,1,88,3,3,1,14,45,0,0,0,0,4,10,1,0,2,,,8,/////,,
29,1,88,3,3,2,15,0,2,4,8,3,5,5,1,1,1,,12,4,/////,,
38,1,88,3,3,0,16,30,2,2,8,3,0,8,1,0,1,,16,8,/////,,
18,2,88,3,3,1,19,40,0,1,0,0,,10,1,0,2,,0,4,/////,,
4,2,88,3,3,0,19,44,1,5,8,3,0,1,0,0,1,1,8,8,/////,,
30,2,88,3,3,0,20,10,2,3,8,3,0,1,0,0,1,,,8,/////,,
9,2,88,3,3,2,20,30,2,2,8,3,9,1,1,0,1,,,7,/////,,
25,2,88,3,3,0,20,30,2,2,8,3,0,1,1,1,1,,10,8,/////,,
25,2,88,3,3,0,20,30,2,2,8,3,0,2,0,0,1,,10,8,/////,,
25,2,88,3,3,0,20,30,2,2,8,3,0,3,0,0,1,,10,8,/////,,
34,2,88,3,3,0,21,0,1,,8,3,0,1,1,1,1,,18,7,/////,,
34,2,88,3,3,0,21,0,1,4,8,3,0,2,1,,1,,18,7,/////,,
33,2,88,3,3,2,21,5,1,8,8,3,9,1,1,0,1,1,18,4,/////,,
33,2,88,3,3,2,21,5,1,8,8,3,9,7,1,0,1,1,18,4,/////,,
15,2,88,3,3,2,21,33,0,13,8,3,1,1,1,0,2,,,8,/////,,
26,2,88,3,3,0,21,45,2,0,8,5,,1,1,0,1,,,8,/////,,
37,2,88,3,3,0,21,55,0,1,,4,0,1,1,3,1,,,7,/////,,
37,2,88,3,3,0,22,0,0,1,,4,0,2,3,0,2,,,7,/////,,
41,2,88,3,3,0,22,9,1,3,8,3,0,1,1,1,1,,,8,/////,,
2,2,88,3,3,0,22,15,0,,1,5,0,1,0,0,1,4,,8,/////,,
38,2,88,3,4,0,0,0,0,3,8,3,0,1,1,0,2,1,6,8,/////,,
38,2,88,3,4,0,0,0,0,3,8,3,0,5,1,0,1,1,6,8,/////,,
2,1,88,3,4,0,7,45,2,2,9,5,3,8,0,0,2,4,,8,/////,,
11,1,88,3,4,0,10,50,1,21,8,5,,1,1,1,1,,,21,/////,,
7,1,88,3,4,2,15,18,2,2,8,3,0,1,0,4,1,4,,7,/////,,
41,2,88,3,4,0,21,9,1,0,7,3,0,1,0,0,1,,,8,/////,,
26,2,88,3,4,0,21,25,1,0,8,5,0,1,0,0,1,,,8,/////,,
26,2,88,3,4,0,21,25,1,0,8,5,0,3,0,0,1,,,8,/////,,
16,2,88,3,4,0,21,45,0,6,,,0,1,1,0,1,,,8,/////,,
25,2,88,3,4,0,22,0,1,,8,3,8,1,0,1,1,4,8,8,/////,,
34,2,88,3,4,2,23,30,1,,7,3,0,1,1,0,1,,18,3,/////,,
28,2,88,3,5,2,5,44,0,2,,3,2,8,2,0,2,4,,7,/////,,
28,2,88,3,5,2,5,44,0,2,,3,2,9,2,0,2,4,,7,/////,,
28,1,88,3,5,2,7,43,0,0,1,3,2,8,0,3,2,4,,7,/////,,
33,1,88,3,5,0,15,45,0,2,5,3,5,1,0,4,1,,17,8,/////,,
41,1,88,3,5,0,17,42,1,0,4,3,0,8,1,4,1,,,8,/////,,
25,2,88,3,5,0,21,30,1,1,3,3,0,1,0,0,1,,,8,/////,,
41,1,88,3,6,0,16,56,2,0,4,3,5,8,1,3,1,,,8,/////,,
18,1,88,3,6,0,17,0,0,3,0,0,,8,2,0,2,,,8,/////,,
17,1,88,3,7,2,10,30,2,4,6,6,5,2,1,1,1,4,,7,/////,,
28,2,88,3,8,2,0,0,0,4,1,3,2,8,3,0,2,,1,7,/////,,
28,2,88,3,8,2,0,0,0,4,1,3,2,9,3,0,2,,1,7,/////,,
29,1,88,3,8,1,17,25,0,1,0,0,2,8,2,0,2,,,4,/////,,
18,1,88,3,9,1,7,35,0,1,0,0,,8,1,0,1,,0,8,/////,,
25,1,88,3,9,0,7,40,0,0,0,0,5,8,1,3,2,,4,8,/////,,
18,1,88,3,9,1,7,45,0,2,0,0,,9,1,0,2,,,8,/////,,
17,1,88,3,9,2,9,45,0,,6,1,0,1,1,4,1,3,5,7,/////,,
28,1,88,3,9,2,17,35,2,1,2,1,8,3,1,1,1,,,7,/////,,
28,1,88,3,9,2,17,37,2,1,2,1,8,2,2,1,1,,,7,/////,,
15,1,88,3,10,2,6,55,1,2,1,1,2,8,2,3,2,,,8,/////,,
17,1,88,3,10,2,7,40,1,2,8,5,0,8,2,0,,4,14,7,/////,,
8,1,88,3,10,2,7,45,0,2,,,,5,1,1,1,,5,4,/////,,
6,1,88,3,10,2,8,15,2,6,6,3,7,1,1,1,1,1,5,4,/////,,
10,1,88,3,10,1,8,30,1,2,4,3,2,2,1,1,1,1,4,4,/////,,
10,1,88,3,10,1,8,30,1,5,4,3,2,3,1,1,1,1,4,4,/////,,
10,1,88,3,10,1,8,50,1,0,4,3,2,1,0,1,1,1,4,4,/////,,
9,1,88,3,11,2,10,0,1,2,6,3,5,1,1,0,1,,,7,/////,,
34,1,88,3,11,0,11,0,1,26,4,1,3,1,2,1,1,,0,7,/////,,
38,1,88,3,11,0,14,0,0,6,,3,,1,1,1,1,,6,8,/////,,
29,1,88,3,11,0,14,15,0,3,4,1,8,3,0,1,2,,5,8,/////,,
9,1,88,3,11,2,14,45,1,1,6,3,5,1,1,0,1,,,7,/////,,
29,1,88,3,11,0,15,5,1,1,6,3,7,5,0,1,1,,4,8,/////,,
17,1,88,3,11,2,15,40,1,6,8,5,0,1,2,1,1,2,8,7,/////,,
10,1,88,3,11,0,16,10,1,0,,3,6,1,1,1,1,,,4,/////,,
25,1,88,3,11,0,16,40,0,2,8,3,0,1,1,1,1,,1,8,/////,,
27,1,88,3,11,0,16,45,1,22,6,3,2,1,1,1,1,,3,8,/////,,
29,1,88,3,12,0,9,45,2,9,4,5,5,1,1,1,1,,8,8,/////,,
25,1,88,3,12,0,11,25,0,2,5,6,5,1,0,1,1,,4,8,/////,,
39,1,88,3,12,0,14,45,1,,4,1,5,1,1,1,1,,,4,/////,,
10,1,88,3,12,0,15,0,1,1,4,1,5,1,0,1,1,,,4,/////,,
29,1,88,3,12,0,15,10,2,1,4,1,5,11,1,1,1,,8,8,/////,,
34,1,88,3,12,1,15,50,0,1,3,1,3,1,1,1,1,,12,8,/////,,
15,1,88,3,13,2,8,10,2,38,8,1,1,1,1,1,1,,,8,/////,,
4,1,88,3,13,0,8,30,2,12,8,3,4,1,1,1,1,4,0,8,/////,,
30,1,88,3,13,0,9,20,2,13,8,3,2,1,1,1,1,,,8,/////,,
9,1,88,3,13,2,9,30,2,3,8,5,2,1,1,0,1,,4,7,/////,,
33,1,88,3,13,1,9,30,2,4,8,3,7,1,1,4,1,1,8,8,/////,,
27,1,88,3,13,1,10,25,1,3,8,4,0,1,1,1,1,2,,8,/////,,
41,1,88,3,13,0,10,35,1,3,8,3,9,1,2,1,1,,,8,/////,,
16,1,88,3,13,0,10,45,2,3,8,3,7,1,2,1,1,,,8,/////,,
29,1,88,3,13,0,11,0,2,2,8,3,7,1,0,1,1,1,2,8,/////,,
39,1,88,3,13,0,12,30,2,,8,5,2,1,0,1,1,,,4,/////,,
7,1,88,3,13,0,16,11,1,5,8,1,5,1,1,4,1,4,,7,/////,,
7,1,88,3,13,0,16,11,1,1,8,1,5,5,1,4,1,4,,7,/////,,
25,1,88,3,14,0,7,40,2,58,8,3,8,1,2,1,1,,,8,/////,,
15,1,88,3,14,2,8,38,2,17,8,1,2,1,2,0,1,,,8,/////,,
34,1,88,3,14,0,8,55,2,2,8,3,0,1,1,,1,,17,7,/////,,
41,1,88,3,14,0,9,40,2,30,8,3,9,1,1,1,1,,,8,/////,,
16,1,88,3,14,0,10,0,2,18,8,3,2,1,1,1,1,,,8,/////,,
18,1,88,3,14,1,10,5,2,3,,,,1,1,0,1,,,8,/////,,
29,1,88,3,14,0,11,15,1,5,8,3,7,1,0,1,1,1,22,8,/////,,
28,1,88,3,14,2,11,35,0,4,0,0,3,1,0,1,1,4,,7,/////,,
38,1,88,3,14,0,12,0,2,12,8,5,5,1,0,1,1,1,20,8,/////,,
2,1,88,3,14,0,14,0,1,5,3,5,1,1,1,1,1,,,8,/////,,
27,1,88,3,14,0,14,0,1,,7,4,8,1,0,1,1,1,19,8,/////,,
26,1,88,3,14,0,14,15,1,5,7,5,5,1,1,1,1,,,8,/////,,
9,1,88,3,14,2,14,30,1,2,7,5,7,1,1,4,1,,,7,/////,,
9,1,88,3,14,2,14,30,1,2,7,5,7,2,1,4,1,,,7,/////,,
9,1,88,3,14,2,14,30,1,2,7,5,7,3,1,4,1,,,7,/////,,
8,1,88,3,14,2,14,51,0,0,,,,5,1,0,1,,,4,/////,,
41,1,88,3,14,1,16,17,2,0,8,3,,3,2,1,2,,,8,/////,,
18,1,88,3,14,1,16,30,2,1,,,,1,1,0,1,,,8,/////,,
28,1,88,3,14,2,16,30,1,1,4,3,5,3,2,1,1,4,,7,/////,,
15,1,88,3,14,2,17,7,1,0,8,1,2,2,1,3,1,,,8,/////,,
42,1,88,3,14,0,17,10,2,0,7,3,0,2,1,0,2,,,8,/////,,
41,1,88,3,14,0,17,12,2,0,7,3,,2,0,1,1,,,8,/////,,
41,1,88,3,14,0,17,12,2,1,7,3,,3,2,1,2,,,8,/////,,
42,1,88,3,14,0,17,15,2,0,6,3,0,9,0,0,2,,,8,/////,,
42,1,88,3,14,0,17,20,2,0,6,3,0,8,0,0,2,,,8,/////,,
27,1,88,3,14,0,17,30,1,2,7,4,8,8,1,4,1,1,19,8,/////,,
30,1,88,3,15,0,6,45,0,,0,0,2,8,1,4,2,,,8,/////,,
18,1,88,3,15,1,7,25,2,2,,,,3,0,0,1,,2,8,/////,,
18,1,88,3,15,1,7,25,2,2,,,,5,0,0,1,,2,8,/////,,
18,1,88,3,15,1,7,25,2,2,,,,10,0,0,2,,2,8,/////,,
10,1,88,3,15,0,12,20,2,2,8,3,7,1,0,0,1,,,4,/////,,
11,1,88,3,15,0,13,50,1,23,,5,,1,2,1,1,1,,21,/////,,
11,1,88,3,15,1,13,50,1,23,,5,,2,2,,,1,,21,/////,,
11,1,88,3,15,0,13,50,1,23,,5,,3,2,,,1,,21,/////,,
11,1,88,3,15,0,13,50,1,23,,5,,11,2,,,1,,21,/////,,
10,1,88,3,16,0,7,10,1,2,6,5,2,1,2,1,1,1,,4,/////,,
10,1,88,3,16,0,7,10,1,2,6,5,2,5,2,1,1,1,,4,/////,,
33,1,88,3,16,2,7,50,1,0,6,1,8,1,0,4,1,1,10,4,/////,,
17,1,88,3,16,2,9,50,2,,5,6,7,2,1,3,1,4,,7,/////,,
17,1,88,3,16,2,9,50,2,,5,6,7,3,1,1,1,4,,7,/////,,
9,1,88,3,16,2,10,15,0,2,4,,5,1,1,4,1,,7,7,/////,,
34,1,88,3,16,0,11,20,1,2,5,1,3,1,1,1,1,,17,7,/////,,
34,1,88,3,16,0,11,20,1,0,5,1,3,3,1,1,1,,17,7,/////,,
15,1,88,3,16,2,11,59,2,7,7,3,1,1,1,1,1,,,8,/////,,
29,1,88,3,16,2,12,50,1,7,5,3,5,1,2,1,2,1,3,4,/////,,
39,1,88,3,16,0,13,30,0,,,,,1,,,,,,4,/////,,
38,1,88,3,16,0,14,0,2,2,8,5,,1,1,1,1,2,0,8,/////,,
25,1,88,3,16,0,14,15,1,5,6,5,0,1,2,1,1,,,8,/////,,
26,1,88,3,16,0,14,15,1,4,3,5,3,1,2,1,1,,,8,/////,,
33,1,88,3,16,2,14,40,2,6,,5,5,1,1,3,1,1,3,4,/////,,
19,1,88,3,16,0,17,30,0,2,,,,2,0,0,2,,,8,/////,,
15,1,88,3,17,2,11,6,1,1,6,3,2,1,2,1,1,,,8,/////,,
29,1,88,3,17,1,15,30,1,1,2,1,6,11,2,1,1,,,4,/////,,
4,1,88,3,17,0,16,10,1,2,8,3,9,11,1,1,1,2,0,8,/////,,
29,1,88,3,17,1,16,35,1,3,3,5,6,11,1,1,1,,,4,/////,,
29,1,88,3,17,1,16,40,1,1,1,1,5,3,1,1,1,,,4,/////,,
19,1,88,3,18,0,7,15,0,2,1,1,0,1,0,0,1,,,8,/////,,
19,1,88,3,18,0,7,30,0,2,1,1,0,2,0,0,2,,,8,/////,,
19,1,88,3,18,0,7,35,0,1,1,1,0,3,0,0,2,,,8,/////,,
25,1,88,3,18,1,12,40,2,,,3,2,1,0,0,1,,3,7,/////,,
17,1,88,3,18,2,16,55,1,3,8,1,0,1,2,1,1,4,,7,/////,,
17,1,88,3,18,2,17,10,1,1,8,1,0,11,2,1,,4,,7,/////,,
25,1,88,3,19,1,7,40,1,,6,3,5,1,0,1,1,,,7,/////,,
2,1,88,3,19,0,8,0,0,2,1,5,0,1,1,1,1,3,,8,/////,,
2,1,88,3,19,0,8,0,0,2,1,5,0,5,1,1,1,3,,8,/////,,
4,1,88,3,19,0,9,15,1,1,8,3,0,1,1,4,2,1,28,8,/////,,
15,1,88,3,19,2,9,28,0,11,4,1,0,1,0,3,1,,,8,/////,,
6,1,88,3,19,0,9,35,1,4,6,3,0,1,1,1,1,1,20,4,/////,,
6,1,88,3,19,0,9,35,1,4,6,3,0,5,1,1,1,1,20,4,/////,,
29,1,88,3,19,1,9,35,1,12,6,1,0,1,1,1,1,,,4,/////,,
33,1,88,3,19,1,9,40,2,18,7,1,0,1,1,3,1,4,20,4,/////,,
10,1,88,3,19,0,9,50,1,12,8,1,0,1,2,1,2,1,18,4,/////,,
10,1,88,3,19,0,9,50,1,12,8,1,0,5,2,1,1,1,18,4,/////,,
17,1,88,3,19,1,9,51,1,5,8,3,0,1,1,4,1,4,,8,/////,,
17,1,88,3,19,1,9,51,1,2,8,3,0,3,1,1,1,4,,8,/////,,
29,1,88,3,19,1,10,0,1,1,5,1,0,2,1,1,1,,,4,/////,,
34,1,88,3,19,2,10,0,1,35,7,7,1,1,1,1,1,1,11,3,/////,,
26,1,88,3,19,0,10,20,1,44,6,5,0,1,2,1,1,1,,8,/////,,
27,1,88,3,19,0,10,25,1,39,6,4,8,1,2,1,1,1,,8,/////,,
26,1,88,3,19,0,10,30,1,1,6,5,0,3,1,1,1,1,,8,/////,,
6,1,88,3,19,0,11,15,2,0,5,5,0,1,0,0,1,1,18,4,/////,,
41,1,88,3,19,0,11,20,0,8,4,1,0,1,1,1,1,,,8,/////,,
4,1,88,3,19,0,12,15,1,1,8,3,0,1,1,4,1,1,25,8,/////,,
6,1,88,3,19,0,12,55,2,3,6,3,0,1,0,0,1,1,16,4,/////,,
25,1,88,3,19,0,13,0,1,26,6,5,0,1,1,1,2,,,8,/////,,
34,1,88,3,19,2,13,35,1,10,7,7,1,2,1,1,1,1,11,3,/////,,
25,1,88,3,19,0,13,40,1,21,6,5,0,3,1,1,2,,,8,/////,,
2,1,88,3,19,0,13,45,0,10,2,3,0,2,2,1,2,3,,8,/////,,
2,1,88,3,19,0,13,45,0,10,2,3,0,13,1,0,1,3,,8,/////,,
25,1,88,3,19,0,13,45,1,17,6,5,0,2,1,1,1,,,8,/////,,
15,1,88,3,19,2,13,49,1,2,6,1,0,2,1,3,,,,8,/////,,
25,1,88,3,19,0,13,50,1,4,6,5,0,14,1,1,1,,,8,/////,,
38,1,88,3,19,0,14,0,1,6,8,5,,1,1,1,1,1,24,8,/////,,
28,1,88,3,19,2,14,20,2,2,8,3,5,1,0,1,1,,6,7,/////,,
38,1,88,3,19,0,14,30,1,3,8,5,,3,1,1,1,1,24,8,/////,,
29,1,88,3,19,1,14,45,1,1,2,1,8,3,2,1,2,,,4,/////,,
34,1,88,3,19,2,15,10,1,2,7,7,1,3,1,1,1,1,11,3,/////,,
4,1,88,3,19,0,15,18,1,6,5,3,0,1,1,4,1,1,21,8,/////,,
4,1,88,3,19,0,15,18,1,6,5,3,0,5,2,1,1,1,21,8,/////,,
4,1,88,3,19,0,15,26,1,2,6,3,0,11,1,1,1,1,21,8,/////,,
29,1,88,3,19,1,15,30,1,3,4,1,0,11,2,1,1,,,4,/////,,
4,1,88,3,19,0,15,37,1,2,6,3,0,2,3,1,1,1,22,8,/////,,
4,1,88,3,19,0,15,38,1,2,6,3,0,3,1,0,1,1,22,8,/////,,
7,1,88,3,19,1,16,3,2,1,8,3,7,1,1,4,1,1,7,7,/////,,
7,1,88,3,19,1,16,3,2,1,8,3,7,5,1,4,1,1,7,7,/////,,
27,1,88,3,19,0,16,5,1,,6,4,8,2,1,1,1,1,,8,/////,,
7,1,88,3,19,1,16,6,2,0,8,3,7,2,1,1,1,1,7,7,/////,,
15,1,88,3,19,2,16,25,1,5,3,1,1,1,1,1,1,,,8,/////,,
15,1,88,3,19,2,16,25,1,2,3,1,1,4,0,3,,,,8,/////,,
15,1,88,3,19,2,16,25,1,5,3,1,1,5,1,1,1,,,8,/////,,
25,1,88,3,19,0,16,30,1,5,6,5,0,5,1,1,1,,,8,/////,,
30,1,88,3,19,0,16,30,2,4,8,3,0,2,1,1,2,,,8,/////,,
30,1,88,3,19,0,16,30,2,4,8,3,0,3,1,1,2,,,8,/////,,
26,1,88,3,19,0,16,50,1,2,8,5,0,2,1,1,2,1,,8,/////,,
26,1,88,3,19,0,16,50,1,2,8,5,0,3,2,1,1,1,,8,/////,,
29,1,88,3,19,1,16,50,1,1,8,5,8,3,1,1,1,,,4,/////,,
29,1,88,3,19,1,17,0,1,2,8,5,8,1,1,1,1,,,4,/////,,
29,1,88,3,19,1,17,0,1,1,8,5,8,2,1,1,1,,,4,/////,,
33,1,88,3,19,1,17,10,2,0,7,3,0,3,1,3,1,4,13,4,/////,,
25,1,88,3,19,0,17,15,1,0,6,5,0,11,0,1,1,,,8,/////,,
41,1,88,3,19,1,17,27,2,1,1,1,0,4,0,1,1,,,8,/////,,
41,1,88,3,19,1,17,30,2,1,2,1,0,8,1,1,2,,,8,/////,,
18,1,88,3,20,0,13,30,1,3,,,,1,0,0,1,,,8,/////,,
42,1,88,3,20,1,15,35,1,1,2,1,0,2,1,0,,,,8,/////,,
42,1,88,3,20,1,17,25,2,0,2,1,0,4,0,0,,,,8,/////,,
42,1,88,3,20,1,17,30,2,2,3,1,0,8,1,0,,,,8,/////,,
25,1,88,3,21,0,6,5,1,4,8,6,0,1,1,1,1,,5,8,/////,,
25,1,88,3,21,0,6,5,1,1,8,6,0,3,1,1,1,,5,8,/////,,
30,1,88,3,21,0,7,0,1,2,8,3,0,1,1,1,1,,,8,/////,,
30,1,88,3,21,0,7,0,1,2,8,3,0,5,1,1,1,,,8,/////,,
34,1,88,3,21,0,11,0,1,,,1,3,1,1,1,1,,3,7,/////,,
18,1,88,3,21,1,11,15,2,5,8,2,2,1,0,0,1,,9,4,/////,,
29,1,88,3,22,1,6,25,1,2,4,5,8,5,0,1,1,,,4,/////,,
7,1,88,3,22,2,15,45,2,4,8,5,7,1,0,4,1,,,7,/////,,
7,1,88,3,22,2,15,45,2,2,8,5,7,5,0,4,1,,,7,/////,,
7,1,88,3,22,2,16,3,2,2,8,5,7,4,1,1,1,,,7,/////,,
34,2,88,3,22,0,19,5,0,,,,,1,1,0,2,,,7,/////,,
25,1,88,3,23,0,14,0,1,1,8,3,5,1,1,1,1,4,5,8,/////,,
4,1,88,3,23,2,14,34,1,0,5,5,2,1,1,4,1,1,0,8,/////,,
7,1,88,3,24,2,14,23,2,0,8,5,0,1,1,4,1,3,2,7,/////,,
4,1,88,3,24,0,15,34,1,3,8,3,2,1,1,4,1,2,3,8,/////,,
38,1,88,3,24,0,15,50,2,3,7,5,,1,1,1,1,2,3,8,/////,,
28,1,88,3,24,1,15,55,1,2,3,3,5,1,2,1,1,,,7,/////,,
33,1,88,3,24,1,15,55,2,1,7,1,7,1,2,0,1,1,4,4,/////,,
2,1,88,3,24,0,16,0,2,5,9,,3,1,0,1,1,1,1,8,/////,,
27,1,88,3,24,0,16,0,1,3,4,2,2,1,0,1,1,,4,8,/////,,
4,1,88,3,24,0,16,4,1,1,8,3,2,2,1,0,1,2,2,8,/////,,
25,1,88,3,24,0,16,10,1,3,7,5,5,1,1,1,1,4,4,8,/////,,
9,1,88,3,24,0,16,15,1,2,6,1,9,1,1,4,1,,3,8,/////,,
25,1,88,3,24,0,16,15,1,1,7,5,5,2,1,1,2,4,4,8,/////,,
38,1,88,3,24,0,16,15,1,0,7,5,,3,0,1,1,2,3,8,/////,,
26,1,88,3,24,0,16,20,1,1,8,3,5,1,0,1,1,,2,8,/////,,
26,1,88,3,24,0,16,20,1,1,8,3,5,2,1,1,1,,,8,/////,,
41,2,88,3,24,0,22,20,2,0,8,3,,1,0,0,1,,,8,/////,,
10,2,88,3,24,1,22,40,1,1,4,5,2,1,2,0,2,4,1,3,/////,,
18,1,88,3,25,1,6,15,1,20,3,1,2,10,1,0,2,,,8,10110,,
11,1,88,3,25,0,7,20,2,1,,,,5,1,1,,,,21,/////,,
18,1,88,3,25,1,8,0,1,1,3,1,2,1,1,0,1,,,8,/////,,
38,1,88,3,25,0,8,45,2,14,8,5,5,1,2,1,1,,4,8,/////,,
25,1,88,3,25,0,8,50,0,19,4,3,5,1,1,1,1,,7,8,/////,,
25,1,88,3,25,0,8,50,0,1,4,3,5,5,1,1,1,,7,8,/////,,
